pair_speaker,from_ts,to_ts,words,is_present,window
ch07,2194.7045,2197.7045,because you're like a bunny rabbit aren't you darling?,false,1869
ch07,2206.417,2209.417,when it when it gets colder we'll buy some leeks,false,2220
ch07,2208.622,2211.622,and you can help me make some soups okay?,false,1928
ch07,2210.1225,2213.1225,would you like to do that?,false,791
ch07,2214.138,2217.138,would you like to do that?,false,844
ch07,2217.016,2220.016,or we could make some lemon cake,false,2820
ch07,2221.045,2224.045,what do you think?,false,590
ch07,2231.52,2234.52,would you like me to get you a tissue?,false,1530
ch07,2236.1005,2239.1005,<name>,false,337
ch07,2247.4525,2250.4525,no,false,163
ch07,2248.1905,2251.1905,i mean in whole wide world,false,1313
ch07,2252.9595,2255.9595,what,false,331
ch07,2253.975,2256.975,more than cheese?,false,1700
ch07,2258.873,2261.873,are you serious?,false,1110
ch07,2260.264,2263.264,what,false,372
ch07,2261.3250000000003,2264.3250000000003,more than chocolate?,false,1750
ch07,2264.7825000000003,2267.7825000000003,what,false,301
ch07,2265.8830000000003,2268.8830000000003,more than cake?,false,1900
ch07,2269.198,2272.198,noo,false,1490
ch07,2356.91,2359.91,what characters can you think of?,false,1460
ch08,7.455,10.455,ricarda's gonna bring you a fork,false,1710
ch08,13.5855,16.5855,and we're gonna bring you a globe,false,2119
ch08,23.866,26.866,that's the planet earth,false,1340
ch08,25.6395,28.6395,and that's the planet on which we live,false,1975
ch08,28.588,31.588,it's like a big round map,false,1540
ch08,30.6935,33.6935,and we're going to have,false,1239
ch08,33.095,36.095,<name> we're gonna have a monocle,false,2202
ch08,35.167,38.167,which is like,false,950
ch08,36.627,39.627,look look at mommy,false,1098
ch08,37.9935,40.9935,there's a monocle,false,1089
ch08,40.2135,43.2135,which is like the glasses but just for one eye,false,2487
ch08,42.6875,45.6875,so it's like half a glass,false,1989
ch08,44.92,47.92,that you pop in one eye to see,false,1590
ch08,48.445,51.445,and then we're gonna have a torch to play with,false,2614
ch08,51.075,54.075,you said you wanted to play with the torch,false,1826
ch08,53.337,56.337,so there's gonna be a torch for you to play with,false,1640
ch08,58.593,61.593,and then there's going to be a cup,false,1730
ch08,64.929,67.929,and then there's going to be a drill,false,1934
ch08,66.7215,69.7215,what can we do with a drill?,false,1153
ch08,69.26050000000001,72.26050000000001,which toys do you want?,false,981
ch08,72.5435,75.5435,do you remember which six toys mommy's just told you about?,false,2449
ch08,76.306,79.306,which one are you most excited about playing with?,false,2360
ch08,89.479,92.479,the torch is that the one you're most excited about?,false,2302
ch08,92.04950000000001,95.04950000000001,can you tell mommy why you're most excited about it?,false,2113
ch08,109.361,112.361,but ricarda is gonna bring you a drill to play with,false,2504
ch08,112.3775,115.3775,would you like to play with the drill rather than the hammer?,false,2361
ch08,125.26350000000001,128.2635,do you want to play with the drill instead?,false,1767
ch08,137.6335,140.6335,what've you got?,true,651
ch08,143.044,146.044,the torch,true,1104
ch08,155.5985,158.5985,and what's this one?,true,835
ch08,159.6445,162.6445,is it a screwdriver?,true,1419
ch08,161.851,164.851,or is it a what did mommy say it was?,true,2100
ch08,167.11,170.11,do you remember?,true,710
ch08,170.52700000000002,173.52700000000002,starts with the da,true,918
ch08,175.607,178.607,dada,true,790
ch08,178.465,181.465,dri,true,876
ch08,181.124,184.124,drill,true,530
ch08,184.116,187.116,it's a drill that's right,true,1870
ch08,190.6795,193.6795,and it drills a hole in the wall,true,1853
ch08,195.67600000000002,198.67600000000002,we can turn it on ready?,true,1530
ch08,197.68200000000002,200.68200000000002,think the switch is here,true,1100
ch08,202.491,205.491,oh,true,572
ch08,203.556,206.556,i think it might be out of batteries,true,1558
ch08,210.85,213.85,i don't think it's working darling,true,1434
ch08,212.29250000000002,215.29250000000002,i think it's out of batteries,true,1451
ch08,223.125,226.125,can mommy fix it?,true,1140
ch08,224.642,227.642,ooh,true,680
ch08,226.213,229.213,hang on mummy need to see what kind of battery it is,true,2462
ch08,229.846,232.846,oh,true,340
ch08,230.18550000000002,233.18550000000002,no,true,339
ch08,232.01500000000001,235.01500000000001,mommy's not got that size batteries,true,1680
ch08,235.1265,238.1265,shall we pretend that it switches on?,true,2245
ch08,237.96,240.96,yeah hang on,true,1160
ch08,240.32500000000002,243.32500000000002,oh,true,330
ch08,240.824,243.824,it's on,true,668
ch08,242.7055,245.7055,it's really bright isn't it?,true,1379
ch08,245.2895,248.2895,is it super super bright?,true,1515
ch08,249.095,252.095,wow,true,640
ch08,249.55,252.55,oh,true,270
ch08,250.4565,253.4565,it's so bright,true,1543
ch08,252.5565,255.5565,it's lighting up the whole room,true,1567
ch08,257.808,260.808,i know but we are pretending darling,true,1818
ch08,265.14,268.14,what can't you do darling?,true,1326
ch08,270.9475,273.9475,you can't do the switch?,true,1279
ch08,272.799,275.799,there you go mommy do the switch for you,true,1540
ch08,274.9645,277.9645,it's on now,true,731
ch08,276.0985,279.0985,let's play pretend,true,983
ch08,281.317,284.317,it's not on,true,844
ch08,282.582,285.582,let's pretend it's on,true,1294
ch08,284.964,287.964,should we pretend?,true,780
ch08,287.2305,290.2305,like play?,true,779
ch08,289.543,292.543,and can you tell mommy what other toys there are?,true,1774
ch08,291.5595,294.5595,do you want to play with these toys as well?,true,1663
ch08,297.788,300.788,it's a cup of tea,true,660
ch08,298.862,301.862,ooh,true,590
ch08,299.746,302.746,yummy,true,558
ch08,300.658,303.658,blow,true,430
ch08,304.043,307.043,oh,true,90
ch08,304.5965,307.5965,is it a bit hot?,true,1017
ch08,306.865,309.865,blow fast,true,700
ch08,309.092,312.092,you don't want to drink it,true,960
ch08,310.012,313.012,shall mommy drink it,true,880
ch08,310.5075,313.5075,hmm,true,111
ch08,312.201,315.201,eh,true,650
ch08,313.105,316.105,heh,true,240
ch08,313.91,316.91,mommy try some?,true,856
ch08,315.2515,318.2515,should mommy try?,true,581
ch08,317.3395,320.3395,<noise>,true,819
ch08,319.2845,322.2845,mhm,true,1053
ch08,322.044,325.044,you want some water?,true,838
ch08,323.029,326.029,mommy pour some water in there,true,1132
ch08,325.11,328.11,<noise>,true,1710
ch08,329.665,332.665,you want some actual water in the cup?,true,1980
ch08,332.30400000000003,335.30400000000003,okay mommy will get you some water in a minute,true,1830
ch08,337.5595,340.5595,you want actual water in this cup?,true,1755
ch08,340.70300000000003,343.70300000000003,okay mommy get you some in a minute,true,1788
ch08,342.5055,345.5055,what other things you'd like to play with?,true,1539
ch08,353.7315,356.7315,<name> what other toys are there?,true,1555
ch08,357.309,360.309,<name> what's this one?,true,1490
ch08,361.9445,364.9445,what's this one?,true,683
ch08,363.565,366.565,can you tell mommy what it is?,true,1190
ch08,368.456,371.456,or even better tell mommy how many prongs there are,true,2650
ch08,370.5895,373.5895,can we count them together? there's,true,1309
ch08,372.1905,375.1905,one,true,643
ch08,373.044,376.044,two,true,140
ch08,374.44800000000004,377.44800000000004,three,true,350
ch08,376.225,379.225,four,true,640
ch08,377.818,380.818,five,true,780
ch08,385.7525,388.7525,he wants water in the cup,true,1829
ch08,389.848,392.848,do you want water separately to playing with the cup?,true,2946
ch08,541.3870000000001,544.3870000000001,ah,false,360
ch08,542.831,545.831,should we have some musical instruments to play with?,false,1948
ch08,545.184,548.184,haaa that's exciting isn't it?,false,2170
ch08,549.912,552.912,shall mommy tell you which instruments we're gonna get?,false,2092
ch08,560.5955,563.5955,do you know?,false,565
ch08,564.487,567.487,do you like drums?,false,1508
ch08,567.87,570.87,yeah so let's,false,1742
ch08,570.3165,573.3165,i think we're gonna have a drum to play with,false,2201
ch08,574.238,577.238,and i think what do you know what comes with drums?,false,2900
ch08,578.679,581.679,what about some cymbals?,false,2920
ch08,583.277,586.277,should we get some cymbals to play with as well?,false,2140
ch08,594.0325,597.0325,do you know how to play the trumpet?,false,1165
ch08,596.07,599.07,you go <noise>,false,2910
ch08,599.1225000000001,602.1225000000001,and we're gonna get a saxophone,false,1821
ch08,602.0945,605.0945,you use a saxophone to play jazz,false,2499
ch08,603.9110000000001,606.9110000000001,mommy likes some jazz,false,1090
ch08,605.998,608.998,that's quite a cool instrument,false,1622
ch08,612.7875,615.7875,and we're gonna get some claves,false,1659
ch08,614.8285,617.8285,claves are the wooden sticks that you knock together,false,2289
ch08,616.942,619.942,and they're a percussion instrument,false,1510
ch08,624.9275,627.9275,does that sound like fun?,false,1089
ch08,628.1395,631.1395,can you tell mommy which instruments we're gonna get?,false,1955
ch08,631.202,634.202,so we're gonna have drums,false,1770
ch08,634.457,637.457,you want drums?,false,750
ch08,635.532,638.532,and cymbals,false,950
ch08,639.3165,642.3165,and we gonna have claves,false,1367
ch08,642.3555,645.3555,and we're gonna have a saxophone,false,1751
ch08,645.921,648.921,and we're gonna have a trumpet,false,1440
ch08,650.1665,653.1665,and we gonna have a bell,false,2035
ch08,653.3770000000001,656.3770000000001,you want all of them,false,1456
ch08,655.398,658.398,all the instruments?,false,1450
ch08,656.918,659.918,yeah,false,170
ch08,658.7365,661.7365,which one you are most looking forward to playing with?,false,1885
ch08,662.615,665.615,the,false,706
ch08,699.398,702.398,we're gonna get drums,false,1250
ch08,701.833,704.833,drums to bang,false,1282
ch08,703.24,706.24,and cymbals,false,1110
ch08,705.1735,708.1735,and claves to crack together,false,1485
ch08,707.619,710.619,and we're gonna get a bell to ring,false,1890
ch08,710.79,713.79,and we're gonna get a trumpet to blow,false,2686
ch08,714.319,717.319,you know how much you like playing with the trumpet?,false,1990
ch08,737.113,740.113,are you gonna bang the drum?,false,1230
ch08,739.9015,742.9015,you gonna bang the drum,false,1053
ch08,741.294,744.294,and you can blow the trumpet,false,1732
ch08,742.999,745.999,and blow the saxophone,false,1678
ch08,749.152,752.152,and you can ring the bell,false,1244
ch08,752.5210000000001,755.5210000000001,and you can crash the cymbals,false,1720
ch08,756.798,759.798,crash,false,640
ch08,779.219,782.219,wow,true,740
ch08,780.623,783.623,are you gonna get some musical instruments to play with,true,2068
ch08,782.096,785.096,which one's that?,true,746
ch08,784.736,787.736,that's a trumpet,true,916
ch08,785.594,788.594,and which one's this?,true,800
ch08,788.7570000000001,791.7570000000001,do you know which one this is?,true,1040
ch08,790.865,793.865,he he he he,true,730
ch08,793.3050000000001,796.3050000000001,<noise>,true,1654
ch08,797.4145,800.4145,we can't turn it on?,true,1089
ch08,799.4185,802.4185,i think you have to blow so you blow,true,2157
ch08,807.235,810.235,yeah that's it,true,540
ch08,807.9925000000001,810.9925000000001,and again,true,487
ch08,810.1295,813.1295,that's it that's how you play the trumpet,true,1883
ch08,817.9335,820.9335,banging the drum,true,965
ch08,818.979,821.979,do you wanna play with the drum?,true,950
ch08,822.804,825.804,<laugh>,true,930
ch08,824.604,827.604,that's really good banging,true,1492
ch08,846.3715,849.3715,you are playing that really well darling,true,1869
ch08,851.356,854.356,<noise>,true,1538
ch08,853.741,856.741,and mommy play the trumpet,true,1290
ch08,867.57,870.57,what else should we play?,true,886
ch08,869.5055,872.5055,can you tell mommy what this one is?,true,1389
ch08,870.655,873.655,what do you think it might be?,true,830
ch08,872.807,875.807,do you know?,true,550
ch08,875.34,878.34,right this is a saxophone,true,2088
ch08,877.28,880.28,can you say saxophone?,true,1140
ch08,879.6195,882.6195,saxophone,true,709
ch08,885.254,888.254,blow,true,340
ch08,890.266,893.266,it's like a whistle,true,964
ch08,894.916,897.916,hmm,true,624
ch08,896.4565,899.4565,come here mommy try?,true,1071
ch08,901.342,904.342,ah,true,170
ch08,902.22,905.22,you've gotta press one of the buttons,true,1586
ch08,905.078,908.078,that's it see,true,540
ch08,913.2895,916.2895,keep blowing,true,569
ch08,915.96,918.96,coz it's a wind instrument,true,1600
ch08,917.6995000000001,920.6995000000001,it's one of the wind instruments,true,1341
ch08,919.19,922.19,you've gotta keep blowing to make a noise,true,1640
ch08,922.46,925.46,and then you press the buttons,true,1600
ch08,929.5665,932.5665,and if you press more than one key at the same time,true,2341
ch08,932.7180000000001,935.7180000000001,watch,true,380
ch08,940.556,943.556,you gonna play with the drums?,true,1090
ch08,943.865,946.865,mommy play with the saxophone,true,1290
ch08,959.3485000000001,962.3485000000001,mommy play with the drums,true,1005
ch08,960.585,963.585,what about the cymbals?,true,920
ch08,961.802,964.802,have you seen the cymbals? look,true,960
ch08,963.852,966.852,what you think you do with these?,true,1150
ch08,965.207,968.207,you ready?,true,462
ch08,966.27,969.27,this is really cool you go,true,1368
ch08,970.3875,973.3875,yeah,true,339
ch08,971.883,974.883,hee hee hee hee hee hee hee,true,1010
ch08,973.578,976.578,can you say cymbals?,true,872
ch08,976.0245,979.0245,wow,true,941
ch08,977.953,980.953,what are they called?,true,770
ch08,981.4200000000001,984.4200000000001,cymbals,true,550
ch08,983.5795,986.5795,go on crash,true,639
ch08,984.8720000000001,987.8720000000001,wow,true,780
ch08,987.518,990.518,hahahahahahaha,true,1090
ch08,990.758,993.758,they're very noisy aren't they?,true,1478
ch08,995.274,998.274,and these are claves,true,2510
ch08,998.009,1001.009,you knock them together,true,882
ch08,1001.1635,1004.1635,so look you knock them and mommy play the drums,true,2719
ch08,1021.785,1024.785,you play the drum?,true,864
ch08,1074.1875,1077.1875,are they bells or is this the bell?,true,1463
ch08,1083.094,1086.094,that's the bell,true,1094
ch08,1084.1695,1087.1695,and these are the,true,1057
ch08,1086.6775,1089.6775,what are they do you remember?,true,1183
ch08,1088.8365000000001,1091.8365000000001,cymbals,true,599
ch08,1090.77,1093.77,cymbals,true,510
ch08,1092.135,1095.135,wow,true,610
ch08,1093.755,1096.755,and back in bag,true,770
ch08,1094.8790000000001,1097.8790000000001,wow,true,290
ch08,1097.24,1100.24,<laugh>,true,870
ch08,1097.875,1100.875,very well,true,400
ch08,1103.132,1106.132,well done should we put them back again please?,true,2246
ch08,1105.404,1108.404,bang bang bang,true,640
ch08,1132.785,1135.785,yeah can we talk about fruits?,false,1740
ch08,1140.9735,1143.9735,we bought some,false,2021
ch08,1143.651,1146.651,do you remember?,false,750
ch08,1147.065,1150.065,we bought some strawberries,false,1620
ch08,1155.702,1158.702,okay we bought some strawberries,false,1970
ch08,1158.233,1161.233,so we're gonna get some fake strawberries to play with,false,2184
ch08,1165.577,1168.577,you know pears don't you?,false,1070
ch08,1166.657,1169.657,you like pears?,false,866
ch08,1168.449,1171.449,like on the tree outside,false,1428
ch08,1183.6805,1186.6805,we're gonna get some parsley to play with,false,2205
ch08,1186.4615000000001,1189.4615000000001,to sprinkle on top,false,1339
ch08,1188.929,1191.929,and we're gonna get some grapes,false,1640
ch08,1197.9285,1200.9285,so we're gonna get strawberries,false,2009
ch08,1200.4725,1203.4725,and a pear,false,1027
